"Title","Year","Country"
"Money lodgement","2018","-1"
"How are driver license minimums applied when a license has recently been transferred between counties?","2018","-1"
"When can my mother reenter the USA after a 5-month stay?","2018","-1"
"What does the 'X' mark on my US arrival form mean?","2018","-1"
"Minimum time between visits to Canada","2018","Canada"
"Can I travel to Georgia without a visa if I have a single-entry Schengen visa?","2018","Georgia"
"Overstayed in the USA for 2 years was arrested then deported. When can I return?","2018","-1"
"Schengen visa from Czech Embassy in New Delhi, how much time does it take? It has already been 2 weeks today. Help","2018","-1"
"Regulations regarding cleaning of plane water cooking equipment?","2018","-1"
"UK travel expired passport","2018","-1"
"Why do attendants wear a body cam on China southern airlines?","2018","China"
"Schengen visa for minor child travelling with grandparents","2018","-1"
"Requirement of Vienna transit visa for an Indian student traveling to Canada via Vienna","2018","India"
"Georgian on arrival for Canadian visa holders","2018","Georgia"
"How to return/exchange a purchase made in a Dubai airport terminal?","2018","-1"
"Do I need a transit visa to connect in Munich?","2018","-1"
"Visitor visa to England for students in Schengen area","2018","-1"
"Daily budget in the UK","2018","-1"
"How long was my flight delayed?","2018","-1"
"Is it ok to take a break near the cycle path, on the grass, in Netherlands?","2018","Netherlands"
"Will I have difficulty getting a UK tourist visa to visit my boyfriend?","2018","-1"
"Do I need two ESTAs if I am not leaving the airport the first time, and then staying in the US the following week?","2018","-1"
"Minor child visa Refusal","2018","-1"
"does a kenyan national need a shengen visa to transit thru france?","2018","Kenya"
"Canadian eTA with US visa","2018","-1"
"Indian on F1 in the US, traveling to Sweden, question about passport validity","2018","Sweden"
"I think I overstayed by 1 day on F1 visa, will it impact re-entry on a different visa?","2018","-1"
"Will I need to pay to have my baggage rechecked at the airport on a multi-destination trip?","2018","-1"
"Can I travel from Mexico to the Dominican Republic without a passport?","2018","Mexico"
"Which country's laws apply on Canusa Street / rue Canusa?","2018","-1"
"Two people on single ticket in Venice","2018","-1"
"Required documentation for travelling to the United States from Canada?","2018","United States"
"I have a cool suitcase. Might be tricky to ride a motorbike. Looking for a strap allowing to carrying it as a backpack?","2018","-1"
"Traveling from the UK to Melbourne with 6 watches. Do I have to declare them?","2018","-1"
"Canada TRV application form relation","2018","Canada"
"Known places that exchange 500 euros notes","2018","-1"
"Is it a problem that visa was printed next to already stamped page?","2018","-1"
"Can I enter Kenya and Tanzania multiple times on single-entry visas?","2018","Tanzania"
"Valid US tourist visa, but expired passport","2018","-1"
"What purpose are bank statements for a multiple entry UK standard visitor visa","2018","-1"
"Gasoline beggars in and around Los Angeles — scam?","2018","-1"
"Dual citizen, visa refused, eligible for ESTA?","2018","-1"
"Can I travel to the Netherlands for tourism with a business visa?","2018","Netherlands"
"Immigration check in Chennai or Mumbai","2018","-1"
"make schengen visa outside your origin country/homeland","2018","-1"
"Flight Booking to US","2018","-1"
"What could be the Customs duty at Chennai (MAA) airport for Panasonic 55 inch used (>3 years) TV","2018","-1"
"After passing through US customs at YVR can you get back out?","2018","-1"
"Extend US visa in Canada","2018","Canada"
"Australian E-visa got my passport number worng","2018","Australia"
"Booking.com - credit card invalid","2018","-1"
"How do I politely refuse to lend my pen?","2018","-1"
"If I have a visa for 20 days and I extend my stay, what are the legal implications to me and my sponsor?","2018","-1"
"Germany visit on Schengen visa issued by Switzerland embassy in India","2018","Switzerland"
"Use cycle path as pedestrian in Netherlands","2018","Netherlands"
"Flight compensation due to a delay in the second leg only","2018","-1"
"Priority on the bicycle path in the Netherlands","2018","Netherlands"
"How to check past flight details","2018","-1"
"Dual Nationality Confusion","2018","-1"
"dual citizenship - which passport number must go on ticket?","2018","-1"
"Do skincare sheet masks fall in the liquids category for carry ons?","2018","-1"
"Very cheap but inaccessible UK train fares","2018","-1"
"I didn't read any requirements and was refused visa under Appendix V","2018","-1"
"Am I missing a seat reservation or any other part of my ticket?","2018","-1"
"Meaning of ""visa policy of Ireland grants visa-free entry to all Schengen Annex II nationalities""","2018","Ireland"
"How can I get a Schengen visa to visit Germany?","2018","Germany"
"Left-luggage facility in George Airport, South Africa","2018","South Africa"
"Where will I get the exit stamp when flying from Spain to Bulgaria?","2018","Spain"
"Can I cross into USA on the day my visa expires","2018","-1"
"Lost my passport and need to travel within the EU","2018","-1"
"China visit visa for unaccompanied child","2018","China"
"What does a Vietnamese citizen with a green card need for a closed-loop cruise?","2018","Vietnam"
"What happens to my overseas driver's license after I exchange it in the UK?","2018","-1"
"Changing flights after getting a Schengen visa and staying longer","2018","-1"
"La Guardia to Hampton Bays","2018","-1"
"Problem re-entering Schengen Area?","2018","-1"
"Pre Travel Special Arrangements for Someone with Mild to Moderate Physical Disability","2018","-1"
"Is one hour between connecting flights at Heathrow Terminal 2 enough?","2018","-1"
"Return flights to Spain from the UK","2018","Spain"
"Do I need to go through quarantine at Sydney?","2018","-1"
"Are there buses from Madrid Airport to Gran Via, Calle?","2018","-1"
"Frankfurt-Kuala Lumpur with Turkish Airlines","2018","-1"
"Are there any natural lakes within 3-hours of Dallas?","2018","-1"
"How/where to submit Spain's visa rejection appeal from Algeria","2018","Spain"
"Can I apply for Shengen Visa from Netherlands Embassy to travel to France for a Seminar?","2018","Netherlands"
"Short-term study visa + tourist visa","2018","-1"
"Do I need a visa to travel to Victoria from Seattle by ferry?","2018","-1"
"Who is eligible for Automated Passport Control?","2018","-1"
"How does a Working-Holiday visa in Germany affect existing tourist 90/180 Schengen days?","2018","Germany"
"How can I extend my stay in America for 6 more days?","2018","-1"
"Can I have a same sex marriage to my partner who is overseas?","2018","-1"
"UK short-term study visa - group","2018","-1"
"Can I use a 1-year visa and a tourist visa back-to-back in Spain?","2018","Spain"
"Only allowed to travel to connecting airport","2018","-1"
"Who else to contact about missing luggage?","2018","-1"
"US visa refusal after keeping the passport for 10 days","2018","-1"
"How to apply for a visa in Denmark for a personal business visit?","2018","Denmark"
"is schengen Visa required?","2018","-1"
"JFK Alaska Lounge time limit with Priority Pass","2018","-1"
"Can I travel to UK if my Schengen visa expired before six months?","2018","-1"
"Travelling to the US as a speaker in a conference","2018","-1"
"Applying for a UK visa outside the Schengen country that issued my visa","2018","-1"
"Is this path in Krakow, Poland drivable?","2018","Poland"
"UK Visa form filling","2018","-1"
"Transit via South Africa for an undesirable person","2018","South Africa"
"What's the history of this train system in Queens, New York?","2018","-1"
"Validity of the Schengen visa when having a residence sticker in the passport (The Netherlands)","2018","Netherlands"
"Do I need to change the wrong title in my ticket?","2018","-1"
"For a connecting flight in Kiev, do I need a transit visa?","2018","-1"
"Applied for a UK 6-month tourist visa","2018","-1"
"ESTA address different locations","2018","-1"
"Is a UK 'Leave to Enter' stamp still valid after being in the Republic of Ireland on a work permit?","2018","Ireland"
"UK Standard Visitor Visa advice","2018","-1"
"Spending pesos at IAH","2018","-1"
"Self employeed applying for schengen visa, not registered firm","2018","-1"
"We applied for the UK visit visa as a family but each member got an appointment on different days. Can we all attend at the time of one member?","2018","-1"
"Travel with dual citizenship","2018","-1"
"Canadian citizen staying in the US","2018","-1"
"What should I know about switching planes as a Canadian travelling to the U.S.?","2018","-1"
"Avoiding RyanAir's rip-offs in a really cheap ticket","2018","-1"
"UK Motorways, Two Lane Slip Road Joins","2018","-1"
"What does 1 piece baggage mean?","2018","-1"
"Alitalia hand baggage allowance in practice","2018","-1"
"Pula to Trieste by Bus - Immigration check?","2018","-1"
"Bicycle routes in Europe","2018","-1"
"UK visa: my partner doesn't want to submit his bank statement","2018","-1"
"Uber-style rideshare/taxi services in Russia?","2018","Russia"
"Uber-style rideshare/taxi services in Mongolia?","2018","Mongolia"
"Is there a service to accompany my 16-year-old daughter through Athens airport that's not the airline?","2018","-1"
